Risk_Categories,state,designatedArea,disaster_count,Coastal Storm,Dam/Levee Break,Earthquake,Fire,Flood,Hurricane,Mud/Landslide,Other,Severe Ice Storm,Severe Storm,Snowstorm,Straight-Line Winds,Tornado,Tropical Storm,Volcanic Eruption,Winter Storm,total_incidents,discrepancy
High Risk,OH,Crawford (County),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
High Risk,OH,Greene (County),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
High Risk,OH,Hamilton (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
High Risk,OH,Hancock (County),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
High Risk,OH,Harrison (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
High Risk,OH,Lawrence (County),2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
High Risk,OH,Logan (County),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
High Risk,OH,Mercer (County),2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
High Risk,OH,Morgan (County),2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
High Risk,OH,Perry (County),3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0
High Risk,OH,Pike (County),2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
High Risk,OK,Cherokee (County),8,0,0,0,0,0,0,0,0,2,5,0,0,1,0,0,0,8,0
High Risk,OK,Grant (County),7,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7,0
High Risk,OK,Logan (County),9,0,0,0,2,0,0,0,0,4,3,0,0,0,0,0,0,9,0
High Risk,OK,Marshall (County),3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0
High Risk,OR,Benton (County),4,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,4,0
High Risk,OR,Columbia (County),3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0
High Risk,OR,Douglas (County),8,0,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,8,0
High Risk,OR,Grant (County),7,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,7,0
High Risk,OR,Lake (County),4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0
High Risk,OR,Polk (County),2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
High Risk,PA,Adams (County),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
High Risk,PA,Columbia (County),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
High Risk,PA,Cumberland (County),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
High Risk,PA,Fayette (County),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
High Risk,PA,Perry (County),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
High Risk,PA,Wayne (County),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
High Risk,SC,Calhoun (County),18,0,0,0,0,2,11,0,0,2,1,0,0,0,2,0,0,18,0
High Risk,SC,Cherokee (County),13,0,0,0,0,0,9,0,0,1,1,0,0,0,2,0,0,13,0
High Risk,SC,Jasper (County),17,0,0,0,0,0,12,0,0,1,1,0,0,0,3,0,0,17,0
High Risk,SC,Lee (County),14,0,0,0,0,1,9,0,0,1,1,0,0,0,2,0,0,14,0
High Risk,SD,Brown (County),2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
High Risk,SD,Clark (County),5,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,5,0
High Risk,SD,Douglas (County),3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0
High Risk,SD,Grant (County),4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,0
High Risk,SD,Lake (County),4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,0
High Risk,SD,Lawrence (County),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
High Risk,SD,Marshall (County),3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0
High Risk,TN,Benton (County),4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,4,0
High Risk,TN,Carroll (County),5,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,5,0
High Risk,TN,Cumberland (County),3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0
High Risk,TN,Fayette (County),5,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5,0
High Risk,TN,Greene (County),5,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,5,0
High Risk,TN,Hamilton (County),6,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,6,0
High Risk,TN,Hancock (County),3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,0
High Risk,TN,Henry (County),5,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,5,0
High Risk,TN,Johnson (County),4,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,4,0
High Risk,TN,Knox (County),5,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,5,0
High Risk,TN,Lake (County),5,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,5,0
High Risk,TN,Lawrence (County),5,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,5,0
High Risk,TN,Lewis (County),5,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,5,0
High Risk,TN,Marshall (County),2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0
High Risk,TN,Morgan (County),4,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,4,0
High Risk,TN,Perry (County),6,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,6,0
High Risk,TN,Polk (County),3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0
High Risk,TN,Putnam (County),5,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,5,0
High Risk,TN,Scott (County),5,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,5,0
High Risk,TN,Shelby (County),7,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1,7,0
High Risk,TN,Warren (County),3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0
High Risk,TN,Wayne (County),6,0,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,6,0
High Risk,TX,Brown (County),7,0,0,0,1,3,0,0,0,2,1,0,0,0,0,0,0,7,0
High Risk,TX,Calhoun (County),7,0,0,0,0,1,4,0,0,2,0,0,0,0,0,0,0,7,0
High Risk,TX,Cass (County),9,0,0,0,0,3,2,0,0,2,2,0,0,0,0,0,0,9,0
High Risk,TX,Cherokee (County),7,0,0,0,0,2,2,0,0,2,1,0,0,0,0,0,0,7,0
High Risk,TX,Fayette (County),7,0,0,0,0,2,2,0,0,2,1,0,0,0,0,0,0,7,0
High Risk,TX,Hamilton (County),3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0
High Risk,TX,Harrison (County),8,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,8,0
High Risk,TX,Jasper (County),11,0,0,0,0,3,4,0,0,2,2,0,0,0,0,0,0,11,0
High Risk,TX,Johnson (County),3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0
High Risk,TX,Knox (County),4,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,4,0
High Risk,TX,Lee (County),8,0,0,0,0,2,2,0,0,2,1,0,0,0,0,0,1,8,0
High Risk,TX,Orange (County),9,0,0,0,0,2,4,0,0,2,1,0,0,0,0,0,0,9,0
High Risk,TX,Polk (County),9,0,0,0,0,3,3,0,0,2,1,0,0,0,0,0,0,9,0
High Risk,TX,Shelby (County),7,0,0,0,0,2,2,0,0,2,1,0,0,0,0,0,0,7,0
High Risk,UT,Morgan (County),2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
High Risk,VA,Carroll (County),3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0
High Risk,VA,Cumberland (County),4,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,4,0
High Risk,VA,Greene (County),4,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,4,0
High Risk,VA,Henry (County),2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
High Risk,VA,Lee (County),2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0
High Risk,VA,Orange (County),2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0
High Risk,VA,Scott (County),3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0
High Risk,VA,Warren (County),2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0
High Risk,VT,Orange (County),14,0,0,0,0,4,1,0,0,0,8,0,0,0,1,0,0,14,0
High Risk,WA,Adams (County),2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0
High Risk,WA,Benton (County),2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0
High Risk,WA,Clark (County),3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0
High Risk,WA,Columbia (County),3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0
High Risk,WA,Douglas (County),7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0
High Risk,WA,Grant (County),4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0
High Risk,WA,Lewis (County),9,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,9,0
High Risk,WI,Adams (County),2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
High Risk,WI,Clark (County),3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
High Risk,WI,Crawford (County),3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0
High Risk,WI,Douglas (County),2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
High Risk,WI,Grant (County),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
High Risk,WI,Polk (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
High Risk,WV,Calhoun (County),3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0
High Risk,WV,Fayette (County),4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,4,0
High Risk,WV,Grant (County),2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
High Risk,WV,Hancock (County),3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,0
High Risk,WV,Harrison (County),4,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,4,0
High Risk,WV,Lewis (County),3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0
High Risk,WV,Logan (County),5,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,5,0
High Risk,WV,Marshall (County),6,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,6,0
High Risk,WV,Mercer (County),2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0
High Risk,WV,Morgan (County),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
High Risk,WV,Putnam (County),3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0
High Risk,WV,Randolph (County),3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0
High Risk,WV,Wayne (County),7,0,0,0,0,2,0,1,0,1,3,0,0,0,0,0,0,7,0
High Risk,WY,Johnson (County),3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0
Low Risk,AL,Autauga (County),8,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,8,0
Low Risk,AL,Barbour (County),9,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,9,0
Low Risk,AL,Bibb (County),5,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,5,0
Low Risk,AL,Blount (County),8,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,8,0
Low Risk,AL,Bullock (County),7,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,7,0
Low Risk,AL,Chambers (County),7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,7,0
Low Risk,AL,Chilton (County),6,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,6,0
Low Risk,AL,Cleburne (County),4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,4,0
Low Risk,AL,Colbert (County),7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,7,0
Low Risk,AL,Conecuh (County),8,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,8,0
Low Risk,AL,Coosa (County),8,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,8,0
Low Risk,AL,Crenshaw (County),10,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,10,0
Low Risk,AL,Cullman (County),7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,7,0
Low Risk,AL,Dale (County),9,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,9,0
Low Risk,AL,Elmore (County),8,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,8,0
Low Risk,AL,Etowah (County),6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,6,0
Low Risk,AL,Geneva (County),9,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,9,0
Low Risk,AL,Hale (County),7,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,7,0
Low Risk,AL,Limestone (County),5,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,5,0
Low Risk,AL,Marengo (County),5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0
Low Risk,AL,Mobile (County),11,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,11,0
Low Risk,AL,Talladega (County),5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0
Low Risk,AL,Tallapoosa (County),6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,6,0
Low Risk,AL,Tuscaloosa (County),6,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,6,0
Low Risk,AL,Wilcox (County),6,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,6,0
Low Risk,AL,Winston (County),5,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,5,0
Low Risk,AR,Arkansas (County),6,0,0,0,0,2,1,0,0,0,2,0,0,1,0,0,0,6,0
Low Risk,AR,Ashley (County),2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0
Low Risk,AR,Baxter (County),3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,AR,Bradley (County),5,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,5,0
Low Risk,AR,Chicot (County),4,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,4,0
Low Risk,AR,Cleburne (County),3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,AR,Conway (County),4,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,4,0
Low Risk,AR,Craighead (County),4,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,4,0
Low Risk,AR,Crittenden (County),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,AR,Cross (County),3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,AR,Desha (County),6,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,1,6,0
Low Risk,AR,Drew (County),4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,4,0
Low Risk,AR,Faulkner (County),7,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0,7,0
Low Risk,AR,Garland (County),2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0
Low Risk,AR,Hempstead (County),2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0
Low Risk,AR,Hot Spring (County),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,AR,Independence (County),5,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,5,0
Low Risk,AR,Izard (County),5,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,5,0
Low Risk,AR,Little River (County),3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,AR,Lonoke (County),3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,AR,Mississippi (County),4,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,4,0
Low Risk,AR,Nevada (County),4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,4,0
Low Risk,AR,Ouachita (County),7,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,7,0
Low Risk,AR,Phillips (County),3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0
Low Risk,AR,Poinsett (County),4,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,4,0
Low Risk,AR,Pope (County),3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0
Low Risk,AR,Prairie (County),3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,AR,Searcy (County),7,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,1,7,0
Low Risk,AR,Sebastian (County),6,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,6,0
Low Risk,AR,Sevier (County),3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,AR,Sharp (County),4,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,4,0
Low Risk,AR,St. Francis (County),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,AR,Woodruff (County),4,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,4,0
Low Risk,AR,Yell (County),6,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,6,0
Low Risk,AZ,Apache (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,AZ,Cochise (County),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,AZ,Coconino (County),6,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,6,0
Low Risk,AZ,Gila (County),3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Low Risk,AZ,La Paz (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,AZ,Maricopa (County),9,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,9,0
Low Risk,AZ,Mohave (County),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,AZ,Navajo (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,AZ,Pima (County),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,AZ,Pinal (County),6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Low Risk,AZ,Yavapai (County),5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Low Risk,CA,Alameda (County),6,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,6,0
Low Risk,CA,Alpine (County),5,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,5,0
Low Risk,CA,Amador (County),8,0,0,0,2,3,0,0,0,0,3,0,0,0,0,0,0,8,0
Low Risk,CA,Calaveras (County),9,0,0,0,2,4,0,0,0,0,3,0,0,0,0,0,0,9,0
Low Risk,CA,Colusa (County),5,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,5,0
Low Risk,CA,Contra Costa (County),5,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,5,0
Low Risk,CA,Del Norte (County),6,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,6,0
Low Risk,CA,El Dorado (County),13,0,0,0,5,5,0,0,0,0,3,0,0,0,0,0,0,13,0
Low Risk,CA,Fresno (County),7,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,7,0
Low Risk,CA,Glenn (County),7,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,7,0
Low Risk,CA,Imperial (County),3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3,0
Low Risk,CA,Inyo (County),6,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,6,0
Low Risk,CA,Kern (County),10,0,0,1,5,2,1,0,0,0,1,0,0,0,0,0,0,10,0
Low Risk,CA,Kings (County),4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4,0
Low Risk,CA,Lassen (County),7,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,7,0
Low Risk,CA,Madera (County),10,0,0,0,6,3,0,0,0,0,1,0,0,0,0,0,0,10,0
Low Risk,CA,Marin (County),7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,7,0
Low Risk,CA,Mariposa (County),12,0,0,0,5,4,0,0,0,0,3,0,0,0,0,0,0,12,0
Low Risk,CA,Mendocino (County),13,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,13,0
Low Risk,CA,Merced (County),6,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,6,0
Low Risk,CA,Modoc (County),5,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,5,0
Low Risk,CA,Mono (County),6,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,6,0
Low Risk,CA,Monterey (County),12,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,12,0
Low Risk,CA,Napa (County),21,0,0,1,11,5,0,0,0,0,4,0,0,0,0,0,0,21,0
Low Risk,CA,Nevada (County),10,0,0,0,5,3,0,0,0,0,2,0,0,0,0,0,0,10,0
Low Risk,CA,Placer (County),9,0,0,0,5,3,0,0,0,0,1,0,0,0,0,0,0,9,0
Low Risk,CA,Plumas (County),8,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,8,0
Low Risk,CA,Sacramento (County),7,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,7,0
Low Risk,CA,San Benito (County),6,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,6,0
Low Risk,CA,San Francisco (County),4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4,0
Low Risk,CA,San Joaquin (County),5,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,5,0
Low Risk,CA,San Luis Obispo (County),9,0,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,9,0
Low Risk,CA,San Mateo (County),8,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,8,0
Low Risk,CA,Santa Barbara (County),14,0,0,0,6,5,0,0,0,0,3,0,0,0,0,0,0,14,0
Low Risk,CA,Santa Clara (County),8,0,0,0,2,4,0,0,0,0,2,0,0,0,0,0,0,8,0
Low Risk,CA,Santa Cruz (County),10,0,0,0,2,5,0,0,0,0,3,0,0,0,0,0,0,10,0
Low Risk,CA,Shasta (County),13,0,0,0,9,1,0,0,0,0,3,0,0,0,0,0,0,13,0
Low Risk,CA,Sierra (County),5,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,5,0
Low Risk,CA,Siskiyou (County),11,0,0,0,7,2,1,0,0,0,1,0,0,0,0,0,0,11,0
Low Risk,CA,Solano (County),11,0,0,1,5,3,0,0,0,0,2,0,0,0,0,0,0,11,0
Low Risk,CA,Sonoma (County),17,0,0,0,10,4,0,0,0,0,3,0,0,0,0,0,0,17,0
Low Risk,CA,Stanislaus (County),7,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,7,0
Low Risk,CA,Sutter (County),6,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,6,0
Low Risk,CA,Tehama (County),6,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,6,0
Low Risk,CA,Tulare (County),8,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,8,0
Low Risk,CA,Tuolumne (County),8,0,0,0,1,4,0,0,0,0,3,0,0,0,0,0,0,8,0
Low Risk,CA,Yolo (County),9,0,0,0,3,4,0,0,0,0,2,0,0,0,0,0,0,9,0
Low Risk,CA,Yuba (County),10,0,1,0,5,3,0,0,0,0,1,0,0,0,0,0,0,10,0
Low Risk,CO,Arapahoe (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,CO,Baca (County),2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Low Risk,CO,Boulder (County),5,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,5,0
Low Risk,CO,Cheyenne (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,CO,Costilla (County),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,CO,Denver (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,CO,Eagle (County),2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Low Risk,CO,El Paso (County),2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Low Risk,CO,Elbert (County),2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Low Risk,CO,Fremont (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,CO,Grand (County),2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Low Risk,CO,Huerfano (County),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,CO,Kit Carson (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,CO,Larimer (County),4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Low Risk,CO,Mesa (County),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,CO,Park (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,CO,Prowers (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,CO,Pueblo (County),3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0
Low Risk,CO,Saguache (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,CO,Sedgwick (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,CO,Teller (County),2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0
Low Risk,CO,Yuma (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,CT,Tolland (County),4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,4,0
Low Risk,DE,New Castle (County),2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
Low Risk,FL,Alachua (County),19,0,0,0,0,0,13,0,0,0,1,0,0,0,5,0,0,19,0
Low Risk,FL,Brevard (County),17,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,17,0
Low Risk,FL,Broward (County),14,0,0,0,0,1,12,0,0,0,0,0,0,0,1,0,0,14,0
Low Risk,FL,Citrus (County),21,0,0,0,0,0,15,0,0,0,1,0,0,0,5,0,0,21,0
